exposure,outcome,id.exposure,id.outcome,samplesize,SNP,b,se,p
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10889958,2.57550453731463,2.31392985774362,0.265689756817922
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10900127,0.396955523722407,1.89848293954195,0.8343772713561
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10930990,0.431754550859026,1.94289547886561,0.824140895741885
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10978543,5.4181553014409,2.5053876017941,0.0305718330968215
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11007130,2.944357649321,2.28337940151424,0.197233459347633
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11012722,2.32243407981995,2.53356445071267,0.359317338329571
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11026586,0.127772073206429,2.04435317130286,0.950164661941506
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11029977,-4.54618329244697,2.54761962282052,0.0743452539575934
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1106090,-2.71330059953894,2.21083752555025,0.219720102570242
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11069811,4.21910269061554,2.57834053315394,0.101763504951258
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11072508,0.77006704113064,0.996557347345534,0.439683802605572
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11086052,-1.21703694688615,1.72740727945131,0.481093153359666
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1115460,-0.683573723426072,2.25959091910285,0.762254920870291
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11161245,-1.44063714865655,2.4727354044105,0.560156750285129
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11190709,1.1317747511554,2.63691849238269,0.667775107148183
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11191607,1.56885198969367,1.08789006584598,0.149272680525675
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11199851,-1.78527267113375,2.34134120804426,0.445761643145975
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11258763,2.47441630286856,2.49650930557274,0.321612125162779
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11264734,0.236574402649633,2.0927735619006,0.909996085442886
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs112684153,5.93951410800201,3.09119693353264,0.0546776993950422
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs112767262,2.24282390324032,1.64139626438258,0.171809617376013
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs112985823,-1.0137794492991,2.68353383637997,0.705595683272677
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs114813357,0.309126361344938,2.82969515384981,0.913009202110216
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs115262049,1.18400329887816,2.10262654800776,0.57336216399888
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1155448,2.81410177668092,2.54609208366369,0.269045576986182
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11556924,2.8524461931606,1.70558638353933,0.0944427540912153
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11577651,-0.667030607928186,2.89631711337238,0.817856306055351
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11683207,-3.16725503422347,2.08867629283926,0.129419896175897
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11688682,-0.482464816253275,2.04243438880553,0.813261594273059
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11691231,-2.75555452640354,2.61661900406386,0.292296379510135
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11692391,0.426820785856108,2.07087122026482,0.83670743232024
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11692449,2.74822666202666,1.78878658475108,0.124449220058616
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11724647,1.03090373059616,1.40287930349168,0.462431775046211
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs117464403,0.762319076272565,1.77874451130265,0.66823514179525
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs118144225,1.47926224136317,8.22956651998877,0.857349061646789
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11955537,0.395659748987998,1.8009340298764,0.826107164844957
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12034991,-0.0413405072893649,2.76981398838745,0.988091717341803
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1207914,-2.76686685429306,2.4443486320135,0.257657791763398
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1213404,-1.12080122484541,2.3684856072205,0.63606030676127
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12142296,-2.07834072063283,2.78525933309298,0.455550900459273
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12237112,-1.15811362304612,2.64464752725456,0.66145261602172
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12258967,1.74129119094905,1.24243479570419,0.161060079925705
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12263166,0.551877830016372,3.29812703176451,0.867109867424519
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1239948,0.218594524644347,2.51383703340999,0.930706071768414
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12535256,0.235541297455683,2.59095427201251,0.927564826606211
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1255522,0.748656272088113,2.40010393110601,0.755096302310249
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12621454,1.50436477667599,2.45783540978049,0.54049212953513
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12627514,0.129330041644273,1.68129054137555,0.938684739206775
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1263608,3.22973740631471,2.58837111286214,0.212108847005677
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12702586,-0.155845008038321,1.27956953968306,0.903061475429589
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1271309,7.45956614092893,3.04403820100687,0.0142638368471159
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12714414,-1.32654144115462,2.06661192937773,0.520943379122434
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1274652,-1.42212639046715,2.27540222474744,0.531971058097401
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1275988,1.6247933532471,0.773373255475696,0.0356482149834369
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12786744,-2.39956775997966,2.03407068395627,0.238124527276679
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12868737,3.1167897066022,2.27765401636315,0.171180318164682
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12877196,0.189372932115214,2.5565345835554,0.940951444465206
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12906962,2.42315035566643,1.80516570120117,0.179485020301467
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12926550,0.525216617300912,1.70004326126348,0.757364818394695
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12948326,0.592282192850784,2.09149649350433,0.777034381777513
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12950644,1.53822175453037,3.07644350906074,0.617075077451974
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13125101,0.775893688457523,0.540774388924941,0.151349055248388
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13154725,-0.254341826937343,2.35266189917042,0.913909936512377
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1322815,2.25143410676717,2.49738909322072,0.367314481575731
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13262595,2.74213243642752,2.37794297221449,0.248847528006784
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13285946,7.17068322773,2.49506229268968,0.00405373672336125
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13293465,7.75391521705861,2.46900984543182,0.00168662086870867
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13440002,4.2023703995535,2.40760804141086,0.0809057780917596
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1362877,2.20673138604969,1.86460248898773,0.236616497270899
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs136832,-3.46957681893459,2.45016507316515,0.156758408279772
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1421911,-0.579052551246151,2.43499021549663,0.812032435057961
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1422278,-1.05761685079776,1.36432573752911,0.438225152152987
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1436138,-1.17654377419015,1.54167804893881,0.445369236139698
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs145153053,-0.651690811811244,1.78563282436281,0.715138649749131
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs147575209,-1.00799320930891,2.60840348022919,0.699170328754259
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs150115323,1.93400543770366,2.58617006204559,0.454565064843389
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs150267141,0.233498650377801,2.7179242903976,0.931537443016364
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs150816167,-2.44967515177335,2.16888234781514,0.258702027327742
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1511884,1.29057691134441,2.5576887879371,0.613848832882684
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1515110,-4.97550445542712,2.1939232244403,0.0233379152132134
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1558917,-2.54853556394989,2.41894900985074,0.292079175875861
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1561735,0.203901185778078,2.02047538634641,0.919616005659666
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs158173,0.146865792203262,2.46000201940464,0.952393382984619
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1585705,1.06788526479525,2.29696075823884,0.641994275650089
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1603992,-0.163634652910447,2.61815444656715,0.950164661941506
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1621,-0.41327681280922,2.24350269810719,0.853848301985592
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1623060,-2.87718745073309,2.14803720636923,0.180424370631568
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs167479,0.737154886120969,0.84354837483946,0.382186944040552
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1689040,0.958747471193597,1.05550180314891,0.363702136398461
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs16986825,5.93820736690478,2.24887556221889,0.00827782040831926
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17099139,-0.527526117427314,2.42271253929581,0.827630187714381
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17109041,-2.65752652831252,3.74683068832754,0.478154966652087
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17255240,1.71700466475827,2.01919748575573,0.395136008218341
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1741344,-0.631763586633369,2.13684742537757,0.767495724770366
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1745416,0.477699399691088,1.59233133230363,0.764177155622095
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17513752,-0.733692027213304,2.53457245764596,0.772218915230022
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17581380,-3.61046153244034,3.12123910257037,0.247378678862807
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17637472,2.58755028608095,1.27637009627312,0.0426345290381982
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17747401,-2.01348852588626,2.12432275666899,0.343217997748845
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1799998,1.70293802587367,1.99591661097022,0.393542299310132
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1814952,0.315117223607182,2.10078149071455,0.880764615259515
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1859551,1.64364905744553,2.1523975752263,0.445083972938247
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1887320,-1.04286063248088,1.03346549164772,0.312931037449977
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1923031,-1.37043146818037,1.44727809256432,0.34368838499279
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1957562,-0.299787151122703,1.39186891592683,0.829467463683656
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs198851,-1.78243491411905,1.35032948039322,0.186835017986944
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs2014590,1.27060497738323,1.53884380594191,0.408981059534244
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs2024077,0.457105607294611,2.24577972279526,0.838713122798056
