exposure,outcome,id.exposure,id.outcome,samplesize,SNP,b,se,p,outcome_code
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs11124933,0.459255936665955,0.122140403587297,0.000169868769189236,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs11133377,0.451827535736611,0.122283803209934,0.000219965477364044,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs11196549,0.446804865064183,0.122029857521747,0.000250802696512039,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs112767262,0.444422973859124,0.12196132704491,0.000268468517058261,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs1136165,0.452686274568254,0.122283821136168,0.000213964769579635,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs114020506,0.455468273067674,0.12229968415048,0.000195936890660689,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs115262049,0.450318052690398,0.122282558135925,0.000230865006715394,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs11579321,0.450678831843265,0.122212928448593,0.000226332300883797,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs11658399,0.442693883513631,0.121606787477864,0.000272244950129167,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs11688682,0.455393428668379,0.122218430953794,0.000194494725796158,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs11711331,0.448387806094816,0.122197645001714,0.000243153356138184,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs11760498,0.461312072622989,0.122408828213343,0.00016415409926781,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs11771259,0.456104636215888,0.122422587216761,0.00019480673175358,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs11794800,0.45164536809983,0.12228286700895,0.000221234068512514,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs11878908,0.446048273179478,0.121975637545291,0.000255320119098261,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs12116441,0.455005337926394,0.122161534496183,0.000195609373910435,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs12154627,0.45643694679346,0.122535866299814,0.000195373078217445,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs12258967,0.442194998577934,0.122155289010631,0.00029466964310991,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs1245115,0.448425617246279,0.122129853624154,0.00024093134675583,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs12549801,0.44832232407963,0.122149876243766,0.000242299850627487,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs1275986,0.422411970098242,0.122700649421308,0.000576103685199237,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs12926550,0.452467794645561,0.122447386210603,0.000219712263542922,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs13031603,0.461633563859199,0.122339012850307,0.000161040250686367,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs13125101,0.436965015978946,0.123399749872105,0.000398533985988315,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs13179413,0.457443649401785,0.122313152010787,0.000184065385307138,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs13346655,0.460390121018267,0.12206962368642,0.000162244994578163,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs138251810,0.456327583375293,0.12206728608943,0.000185247982890281,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs1401982,0.447332615812925,0.122334031954482,0.000255533901228299,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs140874273,0.452944407137874,0.122134733120234,0.000208438433466571,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs1427298,0.464731236344574,0.121686897143095,0.000133953705172873,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs1436138,0.460059462241527,0.122045849672281,0.000163533933174045,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs1544503,0.452025124839254,0.122319860518504,0.000219510415540614,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs157079,0.458863775351502,0.122058819900118,0.000170344497136397,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs1581717,0.439788068983338,0.121486964989005,0.000294553763738183,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs167479,0.446759215355159,0.122769642835725,0.000273694600719223,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs1722883,0.443679581881706,0.121965547289399,0.000275035332072335,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs17514846,0.471919937391733,0.121849799394335,0.00010751953001665,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs17608766,0.454050241677789,0.12244314270391,0.000208693482532109,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs17677603,0.451524482205207,0.122450638328837,0.000226557092052675,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs17747401,0.460001610407666,0.121888229675148,0.000160674910458706,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs1799945,0.468714902707043,0.121683334816248,0.000117193615001977,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs1922782,0.453157706921272,0.122331291641347,0.000211934928900013,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2023843,0.45888631835849,0.122881965229146,0.00018818813573601,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2032915,0.448683765714833,0.122210848606212,0.000241234297066608,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2103805,0.471314011432527,0.121451447593365,0.000104165497564559,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2229742,0.462675461118081,0.121682820546697,0.000143354834387689,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2236295,0.465715150607471,0.121433642441246,0.000125492241069048,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2279500,0.447474119489503,0.122640428935287,0.000263604243330856,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2281157,0.447794067248506,0.122108930193366,0.00024525083917004,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2293607,0.455826358724323,0.122320934500431,0.000194173461690261,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2327363,0.454394639765567,0.122314330752548,0.000203224055676428,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2341599,0.455979385526236,0.122343866228641,0.000193748614519352,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2427538,0.464341553068213,0.122022890482608,0.000141595620131232,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2436854,0.461723005497822,0.121823018379374,0.000150578768166626,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2443708,0.459430416676308,0.122336609493319,0.000173022416569351,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2540977,0.45615836043354,0.122182160658467,0.000188890835449971,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2815116,0.452158539472074,0.122284137379407,0.000217642491736789,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2820290,0.4578087794582,0.1221002180665,0.000177222149745695,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs283929,0.443395981300905,0.121802856525374,0.000272346246348211,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2894446,0.454461375743255,0.122281872908191,0.000201996445164095,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2906149,0.470292979238936,0.120781577337991,9.8707345404664e-05,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2928141,0.444195915359341,0.121869952479838,0.000267563004827599,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2962383,0.456695340222131,0.122488069501135,0.000192631811904428,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs2977324,0.454850033409622,0.122369566417286,0.000201587092854949,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs305226,0.460820710824468,0.121921506485663,0.000157048500874405,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs34296591,0.460295722957218,0.121988384847848,0.000161118524191005,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs34578331,0.439038065722753,0.121054721485456,0.000286984732362461,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs34712971,0.465027955700128,0.120845515527927,0.000119028109099961,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs35424804,0.450934563584763,0.122267508912728,0.00022593657395804,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs35432681,0.45217114045993,0.122282974390848,0.000217524056100318,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs35443,0.454180940187558,0.122986211292067,0.000221674629498842,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs35823815,0.454321979074111,0.122262733385166,0.000202443090245295,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs3766612,0.448428138624773,0.122168223907416,0.000242001491096228,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs3774619,0.457986092798644,0.122206342658905,0.000178502045214025,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs3803266,0.448404976523995,0.122536322455861,0.000252842231060764,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs3821843,0.460803182476448,0.122125657765957,0.000161174128255993,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs3824869,0.4412861078784,0.12165943113341,0.000286483838559912,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs3853474,0.459920164134168,0.121872543843885,0.000160792590273297,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs3867466,0.448793846378213,0.122227446020659,0.000240855000081248,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs3918226,0.4388765925973,0.123270447150445,0.000370467751870426,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs415895,0.449479177928461,0.122428034451794,0.000241249425367405,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs42032,0.440434011638325,0.121342672090642,0.000283782380856227,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs4400876,0.449610792052636,0.12224844987436,0.000235213253125574,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs4433895,0.447289588008575,0.122079313663938,0.000248378439786644,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs4466634,0.448990420837589,0.122261636067492,0.000240307894964718,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs4705716,0.458493143136845,0.122305586048564,0.000177717680013368,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs4721127,0.450292144064652,0.122340656703147,0.000232647568690281,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs4723832,0.465372857808412,0.121083308166785,0.000121336262175228,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs4775373,0.445853283068497,0.121951531482248,0.000256193770164192,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs4810329,0.45276101213724,0.122325437760656,0.000214512417434971,DD
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication || id:ukb-b-18009",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-18009,finn-b-F5_DEPRESSIO,,rs4865414,0.453182163831619,0.122294484239637,0.000210838358331701,DD
