exposure,outcome,id.exposure,id.outcome,samplesize,SNP,b,se,p,outcome_code
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10500326,0.40548955822175,0.0963808132751793,2.58599391646088e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10514139,0.409440763012136,0.0964037399615338,2.16510832990674e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10738596,0.414028714571427,0.0963050299158463,1.71462878661423e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10766064,0.401974164700625,0.0959983673133226,2.82289980136232e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10832586,0.417859431782348,0.0963522829142654,1.4457989885085e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10889958,0.406734708174744,0.0963368968182755,2.42140431256295e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10900127,0.410383983884503,0.0964877752441055,2.1071594839121e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10930990,0.41029998474698,0.0964823525765597,2.11311298378404e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs10978543,0.403218371066973,0.0959259859101206,2.62898007149668e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11007130,0.406004489923894,0.0962935748379586,2.48321729664581e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11012722,0.407687764268847,0.0963626401131104,2.32897037584852e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11026586,0.410955608976679,0.096468861882254,2.044434262061e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11029977,0.417177628000746,0.0959506896773097,1.37488879852206e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1106090,0.416066299032671,0.0962012871645801,1.52562562862828e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11069811,0.405229155914106,0.0961543463157936,2.50486029209324e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11072508,0.407087894856288,0.0967874768330936,2.59932995557975e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11086052,0.415234096770429,0.0963991787366678,1.65151636145023e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1115460,0.41226676454629,0.0964226653950076,1.90605318524746e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11161245,0.413057173117841,0.0963671556247255,1.81685198244023e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11190709,0.409423312202167,0.0964205923758766,2.17404509176878e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11191607,0.40154567039688,0.0965876765538276,3.22005854591514e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11199851,0.413932128094144,0.0963345359838106,1.73266042896618e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11258763,0.407390007107647,0.0963500952269471,2.35540815467253e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11264734,0.41070565876674,0.0964656985456131,2.06697419926035e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs112684153,0.40518026356117,0.0960047090130936,2.43846798589788e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs112767262,0.404258590862182,0.0963687483127619,2.72975396279192e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs112985823,0.41211835345322,0.0963920901950584,1.9076234529012e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs114813357,0.410463704800874,0.096421816078571,2.07226464790788e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs115262049,0.408785354452768,0.0964483762448162,2.25133419419121e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1155448,0.407035926477329,0.0963209170629176,2.38060510369946e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11556924,0.402833331805312,0.0962539868268104,2.85030531468711e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11577651,0.411498498405846,0.0964018949151579,1.96727697964828e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11683207,0.417686683711365,0.0960917554260111,1.3817056021087e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11688682,0.412265477658228,0.0964470983839291,1.91545708216145e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11691231,0.414484059387517,0.0962442749578642,1.65794950409064e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11692391,0.410316366610598,0.0964686655171916,2.10582681598951e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11692449,0.403809862276105,0.096284408532209,2.74165219934532e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11724647,0.407523045767399,0.0965624528779227,2.43971530453561e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs117464403,0.409354811794347,0.0964994528610472,2.21494411035519e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs118144225,0.410209806664972,0.0963724183161259,2.0764617898422e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs11955537,0.410391271267954,0.0965011044215179,2.11198424125268e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12034991,0.410876938335098,0.0964209411044949,2.03256452998701e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1207914,0.415105030004628,0.0962245733811918,1.60385619616963e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1213404,0.412791261588901,0.0963916629179552,1.84857154183852e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12142296,0.413217916709268,0.0963218877627357,1.7869802528108e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12237112,0.412355245581359,0.0963849201668233,1.88399461213153e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12258967,0.402608824567315,0.0965006758583893,3.0182770732891e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12263166,0.410234477138212,0.0964075477884572,2.08851780616784e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1239948,0.410621996110285,0.0964356123204633,2.06271995188605e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12535256,0.410583500486838,0.0964317739948891,2.0648400733719e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1255522,0.409825626044967,0.0964404388432343,2.14228562641987e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12621454,0.408731611891375,0.0964142279191708,2.24189104331475e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12627514,0.411241038172898,0.0965171751461862,2.03690239390947e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1263608,0.406588905214296,0.0962810854166863,2.41139827481288e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12702586,0.413454785345971,0.0966068895698386,1.87090748668209e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1271309,0.403552798564816,0.0957288511750138,2.49135113596455e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12714414,0.4139888756551,0.0963788805649587,1.74353900806535e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1274652,0.413515833502232,0.0963686230649024,1.7788634294722e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1275988,0.39194948990457,0.0967740817427401,5.11849421414005e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12786744,0.41642671078559,0.0962284182514509,1.50823930478849e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12868737,0.405685334042944,0.0962709358397501,2.50891782195635e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12877196,0.410652966145754,0.09643314225816,2.05875490926856e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12906962,0.40482136200926,0.09634150143663,2.64635420099056e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12926550,0.40999482012507,0.0965168091969907,2.15773028726163e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12948326,0.409978676196403,0.0964657331673447,2.13777339711888e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs12950644,0.409285873031663,0.0963965657935169,2.17761104140347e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13125101,0.398840396306754,0.0978127602286126,4.55047911358035e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13154725,0.411424514767145,0.0964358397598956,1.98738802257385e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1322815,0.407711717991003,0.0963679266710787,2.32879980122533e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13262595,0.406663594040614,0.0963216502333932,2.42215665577545e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13285946,0.400642368064686,0.0954966143474683,2.72442399597218e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13293465,0.39958074349137,0.0953040058769128,2.75658490295731e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs13440002,0.404501670600627,0.0961255943417186,2.57579571665009e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1362877,0.405726278705509,0.0963735382849927,2.55444793060551e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs136832,0.416128973984389,0.096119614226337,1.49595861540121e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1421911,0.411842660151365,0.0964197849497529,1.94293088196677e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1422278,0.417425054178913,0.0964516441319657,1.50594588072708e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1436138,0.416333628587499,0.0964140257142149,1.57317329724316e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs145153053,0.413332615873013,0.0964581905253958,1.82660215452595e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs147575209,0.412214180314279,0.0963937926788021,1.89977284399645e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs150115323,0.408314292663759,0.0963883251035666,2.27396570466924e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs150267141,0.410564705546004,0.096425956539404,2.06426803928986e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs150816167,0.415788734594026,0.0962376307118619,1.55719673979163e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1511884,0.4091478798472,0.0964189322192277,2.20119997492921e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1515110,0.420358444768926,0.0956856125177474,1.11735052270766e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1558917,0.414871937702139,0.0962507907889801,1.63016720454144e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1561735,0.410803177569601,0.0964724229792452,2.06038405605782e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs158173,0.41073998631243,0.0964379096459381,2.0523940135001e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1585705,0.40923626443504,0.0964393918200077,2.20104067848441e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1603992,0.411099226091303,0.0964248991976804,2.01327372735469e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1621,0.411814132500999,0.0964365912172605,1.95201521211605e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1623060,0.416723745649355,0.0961621790139142,1.46723002942407e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs167479,0.406198623604667,0.0969590022207347,2.79711056568111e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1689040,0.405920882498946,0.0967218793231074,2.7073133241061e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs16986825,0.400575867552185,0.0956793961200475,2.83105463329182e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17099139,0.411779354829691,0.0964224675750656,1.94969863033607e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17109041,0.412302828645467,0.0963134391688941,1.86185665267131e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17255240,0.407483430082913,0.0964204131349878,2.37764066820284e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1741344,0.412392157599359,0.0964321984795827,1.89855787383873e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1745416,0.410112759363309,0.096538084069632,2.15498254403649e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17513752,0.411942763112044,0.0964092596595017,1.92986175886525e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17581380,0.414038588348867,0.0962007078586018,1.67814584222977e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17637472,0.398354389571406,0.0962593041150534,3.49817233062742e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs17747401,0.415155132044643,0.0962973777976373,1.62387151100652e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1799998,0.407447592650715,0.0964228100583436,2.382680208592e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1814952,0.410543753163422,0.0964655667059436,2.0824885811867e-05,DD
"Non-cancer illness code, self-reported: hypertension || id:ukb-b-14057",Depression || id:finn-b-F5_DEPRESSIO,ukb-b-14057,finn-b-F5_DEPRESSIO,,rs1859551,0.407969621370041,0.0964192889279255,2.32444374628253e-05,DD
